categoria,subcategoria,nombre,precio,url,descripcion,tienda
Arcilla Baja temperatura,no tiene,"PA/CHF Pasta Blanca húmeda 12,5Kg PA84PACHF.",11.29€,https://anper.net/productos/1071/arcilla-baja-temperatura/pa-chf-pasta-blanca-humeda-12-5kg-pa84pachf-,"Pasta blanca chamotada con el 20% de chamota fina 0-0.5 mm. Ideal para piezas de tamaño medio. La presencia de chamota le confiere una superficie texturada (no lisa) muy interesante y, a su vez, le aporta unas propiedades idóneas para la elaboración de piezas de secado difícil, evitando deformaciones y aparición de grietas. Disponible en pasta plástica extrusionada, siendo adecuada para modelar y moldear.

Temperatura de cocción (bizcocho): 1050-1080ºC
Humedad (torno): 17%
Plasticidad (IP Atterberg): 13
Calcimetría (CaCO3): 13%
Contracción secado: 5.3%
Contracción cocción (1050ºC): -0.3%
Porosidad (absorción de agua 1050ºC): 11.2%
Resistencia mecánica en seco: 3.7 N/mm2
Resistencia mecánica cocido (1050ºC): 26.8 N/mm2
Coeficiente dilatación (25-500ºC): 76.0x10^-7ºC^-1
Descargar: Ficha técnica",Anper
Arcilla Baja temperatura,no tiene,PA000804 Pasta Europa para Colaje,"1Kg
3.03€
5Kg
10.89€
25Kg
37.52€",https://anper.net/productos/246/arcilla-baja-temperatura/pa000804-pasta-europa-para-colaje,"PASTA CERÁMICA TIPO MAYÓLICA
POLVO ATOMIZADO
APLICACIÓN: COLAJE                                                                                                                                       
  Propiedades en crudo:
Para obtener una Barbotina de densidad aproximada a 1740 – 1760 gr/l (68% - 69% contenidos en sólidos) se necesitan de 39 a 40 litros de agua para 100Kg de polvo atomizado. La viscosidad recomendada para colar es de 60 – 80 segundos copa Ford nº4 (700 – 1000cP). Si fuera superior, añadir silicato sódico en pequeñas cantidades (de 5 en 5cc).
       Contracción de secado:  3,5 – 4,5 %
   Pérdida al fuego:   16,5 – 17,5%

Propiedades en cocido ( 1020ºC ) :
     Temperatura de cocción: 1020º – 1060ºC
   Color en cocido: Muy blanco
   Densidad aparente: 1,6 – 1,7 q.cm3
   Absorción de agua:  17 – 21%
   Contracción de cocción:  0,5 – 2,0 %
   Coef.dilat. térmica α (30º-300º) : 73 – 77x10-7ºC-1
   Coef.dilat. térmica β (30º-300º) : 219 – 231x10-7ºC-1
      Resistencia mecánica a la flexión: 18 – 20 Mpa",Anper
Arcilla Baja temperatura,no tiene,PA000818 Pasta Faenza húmeda 20Kg,20.78€,https://anper.net/productos/250/arcilla-baja-temperatura/pa000818-pasta-faenza-humeda-20kg,"Mayólica de plasticidad ajustada a procesos mecánicos (prensas de escayola, metálicas o roller). Color de cocción muy blanco
  TEMPERATURA COCCIÓN....1020 - 1060ºC
PRESENTACIÓN:
Masa plástica con un 17 - 19% humedad
    PROPIEDADES EN CRUDO
Contracción de secado...5.2 – 6.2%
Módulo de ruptura:...55 - 60Kg/cm2
Pérdida al fuego...18.3 – 18.8%
  PROPIEDADES EN COCIDO
Absorción de agua....17 - 19%
Contracción de cocción....0 - 1%
Modulo de ruptura...270 - 290Kg/cm2
  Coef. De dilatación (50º - 300º)... 79 - 81 x10-7ºC-1",Anper
Arcilla Baja temperatura,no tiene,PA84BIS15 Pasta húmeda Roja Bisbal 15Kg,6.05€,https://anper.net/productos/261/arcilla-baja-temperatura/pa84bis15-pasta-humeda-roja-bisbal-15kg,"PASTA CERAMICA DE COCCION ROJA
  MASA PLÁSTICA CON UN 18 - 21% HUMEDAD
  APLICACIÓN: PARA USO NORMAL, PRENSADO Y EXTRUSION
  CONTRACCION DE SECADO -     6 - 6,5 %
PERDIDA AL FUEGO -     4,9 - 5,4 %
COLOR EN COCIDO -      ROJO - RED - ROUGE
TEMPERATURA DE COCCION     1000º - 1080º
ABSORCIÓN DE AGUA 12 - 16%
  CONTRACCIÓN DE COCCIÓN     1 - 1,2 %",Anper
Arcilla Baja temperatura,no tiene,PA84BIS15CH Pasta húmeda Roja Bisbal Chamotada 15Kg,7.41€,https://anper.net/productos/262/arcilla-baja-temperatura/pa84bis15ch-pasta-humeda-roja-bisbal-chamotada-15kg,"PASTA CERAMICA DE COCCION ROJA CHAMOTADA 0-0,5mm
 MASA PLÁSTICA CON UN 18 - 21% HUMEDAD
   APLICACIÓN: PARA USO NORMAL, PRENSADO Y EXTRUSION
    CONTRACCION DE SECADO -     6 - 6,5 %
PERDIDA AL FUEGO -     4,9 - 5,4 %
COLOR EN COCIDO -      ROJO - RED - ROUGE
TEMPERATURA DE COCCION     1000º - 1080º
ABSORCIÓN DE AGUA 12 - 16%
  CONTRACCIÓN DE COCCIÓN     1 - 1,2 %",Anper
Arcilla Baja temperatura,no tiene,PA84BIS15MICA PASTA CERÁMICA GEBRADA (ESCARCHADA),8.40€,https://anper.net/productos/1250/arcilla-baja-temperatura/pa84bis15mica-pasta-ceramica-gebrada-escarchada-,"Pasta cerámica de cocción roja brillante
Masa plástica con un 18-21% de humedad
Para uso alfarero, prensado y extrusión
ANÁLISIS QUÍMICO
COMPOSICIÓN QUÍMICA (Anàlisis Elemental expresado en %)
SiO2 – 60,20%
Al2O3 – 16,80%
Fe2O3 – 5,38%
CaO – 1,65%
MgO – 1,28%
Na2O – 0,52%
K2O – 3,12%
PROPIEDADES EN COCIDO
TEMPERATURA DE COCCIÓN: 1000-1080 ºC
ABSORCIÓN DE AGUA: 11,25-15,5%
CONTRACCIÓN DE COCCIÓN: 0,9-1,1%
RESISTENCIA MECÁNICA: 22,5N/mm2
COEFICIENTE DE DILATACIÓN: 68,5×10^-7ºC
COLOR: Rojo brillante
PROPIEDADES EN CRUDO
CONTRACCIÓN DE SECADO: 5,7-6,2%
CALCIMETRIA: 6%
PÉRDIDA AL FUEGO: 5,25%
CANTIDAD DE MICA: 15%",Anper
Arcilla Baja temperatura,no tiene,PA84BIS15N Pasta húmeda Negra Bisbal 15Kg,11.36€,https://anper.net/productos/263/arcilla-baja-temperatura/pa84bis15n-pasta-humeda-negra-bisbal-15kg,"Selección de arcillas refinadas plásticas para bellas artes, manualidades, torno, prensa de yeso y prensa de metálica.
 - Arcilla con una gran resistencia de secado.
   - Estabilidad dimensional.
   - Contenidos de carbonatos controlados.
   - Optima para la producción de materiales de la construcción.",Anper
Arcilla Baja temperatura,no tiene,"PF Pasta Húmeda Roja 12,5Kg PA84PF",6.05€,https://anper.net/productos/257/arcilla-baja-temperatura/pf-pasta-humeda-roja-12-5kg-pa84pf,"Pasta ferruginosa. Color de cocción rojo en atmósfera oxidante. Aplicaciones en alfarería, cerámica estructural, decorativa y artística. Su amplia gama de humedades la hace adecuada para tornear, modelar y moldear (extrusión, laminado y prensado en todas sus modalidades). Excelente comportamiento en el secado, sin deformaciones en piezas de volumen y planas, grandes y pequeñas. Elevada resistencia mecánica en seco. Para mono y bicocción. Magníficos resultados en la técnica de reflejos metálicos (atmósfera reductora).
Descargar Ficha técnica",Anper
Arcilla Baja temperatura,no tiene,"PF/CHF Pasta Roja Húmeda Chamotada 12,5Kg PA84PFCHF",7.41€,https://anper.net/productos/268/arcilla-baja-temperatura/pf-chf-pasta-roja-humeda-chamotada-12-5kg-pa84pfchf,"Pasta roja chamotada fina con el 20% de chamota 0-0.5 mm. Ideal para piezas de tamaño medio. Disponible en pasta plástica extrusionada.

La presencia de chamota en la pasta roja le confiere una superficie texturada (no lisa) que le da carácter y, a su vez, le aporta unas propiedades idóneas para la elaboración de piezas de secado difícil, evitando deformaciones y aparición de grietas. Adecuada para modelar y moldear.

Rango de cocción: 970ºC-1055ºC
Descargar: Ficha técnica",Anper
Arcilla Baja temperatura,no tiene,"PF/CHM Pasta Roja Húmeda Chamotada media 12,5Kg PA84PFCHM",7.41€,https://anper.net/productos/269/arcilla-baja-temperatura/pf-chm-pasta-roja-humeda-chamotada-media-12-5kg-pa84pfchm,"Pasta roja chamotada con el 20% de chamota 0-1.5 mm. Ideal para piezas de tamaño grande. Disponible en pasta plástica extrusionada.

La presencia de chamota en la pasta roja le confiere una superficie texturada (no lisa) que le da carácter y, a su vez, le aporta unas propiedades idóneas para la elaboración de piezas de secado difícil, evitando deformaciones y aparición de grietas. Adecuada para modelar y moldear.

Rango de cocción: 970ºC-1055ºC
Descagar: Ficha técnica",Anper
Arcilla Baja temperatura,no tiene,PLA Pasta Azul húmeda 5Kg PA84PLA,18.55€,https://anper.net/productos/1066/arcilla-baja-temperatura/pla-pasta-Azul-humeda-5kg-pa84pla,"Pasta azul. Destaca por su apreciado color azul a baja temperatura y atmósfera oxidante. Presenta una gran finura y plasticidad que le ofrece unas magníficas prestaciones para tornear y modelar. Muy buen comportamiento con esmaltes. Disponible en pasta plástica extrusionada.

Temperatura de cocción: 1050-1080ºC
Humedad (torno): 19%
Plasticidad (IP Atterberg): 15
Calcimetría (CaCO3): 16%
Contracción secado: 5.6%
Contracción cocción (1050ºC): -0.3%
Porosidad (absorción de agua 1050ºC): 12.1%
Resistencia mecánica en seco: 4.1 N/mm2
Resistencia mecánica cocido (1050ºC): 31.7 N/mm2
Coeficiente dilatación (25-500ºC): 76.6x10^-7ºC^-1",Anper
Arcilla Baja temperatura,no tiene,PLV Pasta Verde húmeda 5Kg PA84PLV,15.94€,https://anper.net/productos/265/arcilla-baja-temperatura/plv-pasta-verde-humeda-5kg-pa84plv,"Pasta verde. Destaca por su apreciado color verde a baja temperatura y atmósfera oxidante. Presenta una gran finura y plasticidad que le ofrece unas magníficas prestaciones para tornear y modelar. Muy buen comportamiento con esmaltes. Disponible en pasta plástica extrusionada.

Temperatura de cocción: 1050-1080ºC
Humedad (torno): 19%
Plasticidad (IP Atterberg): 15
Calcimetría (CaCO3): 16%
Contracción secado: 5.3%
Contracción cocción (1050ºC): -0.1%
Porosidad (absorción de agua 1050ºC): 11.2%
Resistencia mecánica en seco: 4.2 N/mm2
Resistencia mecánica cocido (1050ºC): 28.7 N/mm2
Coeficiente dilatación (25-500ºC): 77.2x10^-7ºC^-1",Anper
Arcilla Baja temperatura,no tiene,"PM Pasta Negra Húmeda 12,5Kg PA84PME",11.36€,https://anper.net/productos/271/arcilla-baja-temperatura/pm-pasta-negra-humeda-12-5kg-pa84pme,"Pasta negra de manganeso. Destaca por su apreciado color negro a baja temperatura y atmósfera oxidante. Presenta una gran finura y plasticidad que le ofrece unas magníficas prestaciones para tornear y modelar. Muy buen comportamiento con esmaltes.

Disponible en polvo y en pasta plástica extrusionada con diferentes humedades para su aplicación en los distintos procesos de conformado.

Rango de cocción: 970ºC-1025ºC
Descargar: Ficha técnica",Anper
Arcilla Baja temperatura,no tiene,"PT Pasta Terracota Húmeda 12,5Kg PA84PT",6.85€,https://anper.net/productos/285/arcilla-baja-temperatura/pt-pasta-terracota-humeda-12-5kg-pa84pt,"Pasta terracota tradicional de alfarería de alta calidad. Su contenido en carbonato cálcico (20%) le permite desarrollar una interesante gama de colores de rosado a pajizo según sea la temperatura y atmósfera de cocción. Su amplia gama de humedades permiten el conformado con cualquier técnica: torno, modelado y moldeado (extrusión, prensa,..).

Presenta unos coeficientes de dilatación idóneos para los esmaltes estándares de alfarería, tanto en mono como en bicocción. Su alta resistencia a la helada y a la degradación ambiental la hacen ideal para piezas expuestas al exterior (jardineras, azulejos, tejas, etc.).

Disponible en polvo y en pasta plástica extrusionada con diferentes humedades para su aplicación en los distintos procesos de conformado.

Rango de cocción: 990ºC-1085ºC
Descargar: Ficha técnica",Anper
Arcilla Baja temperatura,no tiene,"PT/CHF Pasta Terracota Chamotada 0 - 0,5 12,5Kg PA84PTCHF",8.17€,https://anper.net/productos/286/arcilla-baja-temperatura/pt-chf-pasta-terracota-chamotada-0-0-5-12-5kg-pa84ptchf,"Pasta terracotta chamotada con el 25% de chamota 0-0.5 mm. Ideal para piezas de tamaño medio. Disponible en pasta plastica extrusionada.

La presencia de chamota en la pasta terracotta le confiere una superficie texturada (no lisa) que le da carácter y, a su vez, le aporta unas propiedades idóneas para la elaboración de piezas de secado difícil, evitando deformaciones y aparición de grietas. Adecuada para modelar y moldear. Su alta resistencia a la helada y a la degradación ambiental la hacen ideal para piezas expuestas al exterior (jardineras de gran tamaño, azulejos, tejas, etc.).

Rango de cocción: 990ºC-1085ºC
Descargar: Ficha técnica",Anper
Baldosas,no tiene,"BI006194 15x15x0,8 Baldosa blanca bizcochada",0.60€,https://anper.net/productos/520/baldosas/bi006194-15x15x0-8-baldosa-blanca-bizcochada,,Anper
Baldosas,no tiene,"BI006196 15x15x0,5 Baldosa bizcochada roja",0.97€,https://anper.net/productos/521/baldosas/bi006196-15x15x0-5-baldosa-bizcochada-roja,,Anper
Baldosas,no tiene,"BI006197 15x15x0,5 Baldosa blanca bizcochada",0.65€,https://anper.net/productos/511/baldosas/bi006197-15x15x0-5-baldosa-blanca-bizcochada,,Anper
Baldosas,no tiene,"BI006198 20x20x0,7 Baldosa bizcochada roja",1.89€,https://anper.net/productos/512/baldosas/bi006198-20x20x0-7-baldosa-bizcochada-roja,,Anper
Baldosas,no tiene,"BI006199 15x15x0,8 Baldosa bisbal engalbada bizcochada",1.16€,https://anper.net/productos/513/baldosas/bi006199-15x15x0-8-baldosa-bisbal-engalbada-bizcochada,,Anper
Baldosas,no tiene,"BI006200 20x20x0,9 Baldosa bisbal engalbada bizcochada",1.67€,https://anper.net/productos/514/baldosas/bi006200-20x20x0-9-baldosa-bisbal-engalbada-bizcochada,,Anper
Baldosas,no tiene,"BI006201 10x10x0,8 Baldosa bisbal engalbada bizcochada",0.75€,https://anper.net/productos/515/baldosas/bi006201-10x10x0-8-baldosa-bisbal-engalbada-bizcochada,,Anper
Baldosas,no tiene,"BI006202 11x11x0,52 Baldosa blanca bizcochada",0.54€,https://anper.net/productos/522/baldosas/bi006202-11x11x0-52-baldosa-blanca-bizcochada,,Anper
Baldosas,no tiene,"BI006204 15x15x0,65 Baldosa bizcochada roja",1.07€,https://anper.net/productos/973/baldosas/bi006204-15x15x0-65-baldosa-bizcochada-roja,,Anper
Baldosas,no tiene,"BI006205 15x15x0,8 Baldosa Bisbal bizcochada Roja",1.16€,https://anper.net/productos/523/baldosas/bi006205-15x15x0-8-baldosa-bisbal-bizcochada-roja,,Anper
Baldosas,no tiene,"BI006206 20x20x0,9 Baldosa Bisbal Bizcochada",1.89€,https://anper.net/productos/524/baldosas/bi006206-20x20x0-9-baldosa-bisbal-bizcochada,,Anper
Complementos,no tiene,HPI005036 Soporte bisutería (113x160x60 mm) Incluye 5 hilos de Diámetro 3mm,33.00€,https://anper.net/productos/557/complementos/hpi005036-soporte-bisuteria-113x160x60-mm-incluye-5-hilos-de-diametro-3mm,Incluye 5 hilos de Diámetro 3mm,Anper
Complementos,no tiene,HPI005037 Hilo para hornear bisutería 200mm x 2 mm,1.80€,https://anper.net/productos/558/complementos/hpi005037-hilo-para-hornear-bisuteria-200mm-x-2-mm,,Anper
Complementos,no tiene,HPI005038 Hilo para hornear bisutería 200mm x 3 mm,2.35€,https://anper.net/productos/559/complementos/hpi005038-hilo-para-hornear-bisuteria-200mm-x-3-mm,,Anper
Complementos,no tiene,UT846670 ASA TETERA 100 mm Bamboo,4.05€,https://anper.net/productos/85/complementos/ut846670-asa-tetera-100-mm-bamboo,,Anper
Complementos,no tiene,UT846671 ASA TETERA 125 mm Bamboo,4.55€,https://anper.net/productos/86/complementos/ut846671-asa-tetera-125-mm-bamboo-,,Anper
Complementos,no tiene,UT846672 ASA TETERA 150 mm Bamboo,4.45€,https://anper.net/productos/87/complementos/ut846672-asa-tetera-150-mm-bamboo-,,Anper
Complementos,no tiene,UTAR7002 Maniquí­ 30cm masculino,9.45€,https://anper.net/productos/88/complementos/utar7002-maniqui-30cm-masculino,,Anper
Complementos,no tiene,UTAR7002-1 Maniquí 30cm femenino,9.45€,https://anper.net/productos/89/complementos/utar7002-1-maniqui-30cm-femenino-,,Anper
Complementos,no tiene,UTAR7003 Mano articulada 25cm izquierda,26.00€,https://anper.net/productos/90/complementos/utar7003-mano-articulada-25cm-izquierda-,,Anper
Complementos,no tiene,UTAR7003-1 Mano articulada 25cm derecha,26.00€,https://anper.net/productos/91/complementos/utar7003-1-mano-articulada-25cm-derecha-,,Anper
Construcción de hornos,Accesorios Gas GLP,UT840312 Kit quemador completo Raku 25.000Kcal,285.00€,https://anper.net/productos/144/construccion-de-hornos/ut840312-kit-quemador-completo-raku,"Quemador acodado  25.000Kcal con válvula de seguridad y termopar
Regulador 0-3bar
Salida libre botella
Lira especial UNE 60712 20/150x20/150 1,5mts ",Anper
Construcción de hornos,Accesorios Gas GLP,UT840312-1 Quemador Acodado GLP 25.000Kcal,198.94€,https://anper.net/productos/402/construccion-de-hornos/ut840312-1-quemador-acodado-glp-25-000kcal,,Anper
Construcción de hornos,Accesorios Gas GLP,UT840312-2 Regulador Ps 0 - 3bar 15Kg/h,56.87€,https://anper.net/productos/403/construccion-de-hornos/ut840312-2-regulador-ps-0-3bar-15kg-h-,,Anper
Construcción de hornos,Accesorios Gas GLP,UT840312-3 Salida libre botella GLP,19.55€,https://anper.net/productos/404/construccion-de-hornos/ut840312-3-salida-libre-botella-glp,,Anper
Construcción de hornos,Accesorios Gas GLP,UT840312-4 Flexible 150 cms T20-150 x T20-150,21.31€,https://anper.net/productos/405/construccion-de-hornos/ut840312-4-flexible-150-cms-t20-150-x-t20-150,,Anper
Construcción de hornos,Accesorios Gas GLP,"UT840312-5 Enlace reducido M21,8Iz x H20-150",4.36€,https://anper.net/productos/406/construccion-de-hornos/ut840312-5-enlace-reducido-m21-8iz-x-h20-150,,Anper
Construcción de hornos,Accesorios Gas GLP,UT840338 Termopar cabeza roscada M-8x1 600mm,4.72€,https://anper.net/productos/1102/construccion-de-hornos/ut840338-termopar-cabeza-roscada-m-8x1-600mm,,Anper
Construcción de hornos,Accesorios Gas GLP,UT840342 Quemador Recto GLP 50.000Kcal/h,257.57€,https://anper.net/productos/781/construccion-de-hornos/ut840342-quemador-recto-glp-50-000kcal-h,,Anper
Construcción de hornos,Accesorios Gas GLP,UT840343 Kit completo quemador Raku 11.000Kcal,254.10€,https://anper.net/productos/675/construccion-de-hornos/ut840343-kit-completo-quemador-raku-11-000kcal,,Anper
Construcción de hornos,Accesorios Gas GLP,UT840345 Termopar universal 600mm,22.02€,https://anper.net/productos/1239/construccion-de-hornos/ut840345-termopar-universal-600mm,,Anper
Construcción de hornos,Accesorios Gas GLP,UT840347 Kit completo quemador 50.000Kcal,332.33€,https://anper.net/productos/782/construccion-de-hornos/ut840347-kit-completo-quemador-50-000kcal,"Quemador recto  50.000Kcal con válvula de seguridad y termopar
Regulador 0-3bar
Salida libre botella
Lira especial UNE 60712 20/150x20/150 1,5mts ",Anper
Construcción de hornos,Accesorios Gas GLP,UT840350 Quemador acodado 75.000Kcal/h GLP,295.77€,https://anper.net/productos/967/construccion-de-hornos/ut840350-quemador-acodado-75-000kcal-h-glp,,Anper
Construcción de hornos,Accesorios Gas GLP,"UT840351 Llave cromada M20/150-M21,8lz",12.29€,https://anper.net/productos/968/construccion-de-hornos/ut840351-llave-cromada-m20-150-m21-8lz,,Anper
Construcción de hornos,Accesorios Gas GLP,UT840357 Kit conexión 2 bombonas de propano -1 quemador,147.62€,https://anper.net/productos/569/construccion-de-hornos/ut840357-kit-conexion-2-bombonas-de-propano-1-quemador,"  Incluye:
2 Válvulas de retención
1 Hexágono M.20/150 . M.20/150   M.21.8 izq
2 Liras 50 T20/150 x T. 21.8 izq
1 Flexible T.20/150 . T.20/150 de 1,5mts
1 Manoreductor - Regulador 0 - 3bar 15Kg/h
2 Salidas Libres
  * no incluye bombonas ni quemador",Anper
Construcción de hornos,Aislantes - Ladrillos - Fibras,Cemento - Mortero líquido AL-40,"1Kg
2.41€
5Kg
11.50€",https://anper.net/productos/963/construccion-de-hornos/cemento-mortero-liquido-al-40h,"Características
Los morteros cerámicos son mezcla de materiales cerámicos y refractarios de granulometría fina con adición de aglomerantes químicos. Estos materiales se suministran en estado semilíquido e inicialmente no es necesaria la adición de agua ya que el material está listo para su uso. Estos materiales se transforman a temperaturas de sinterización de 1.100ºC.
Componentes principales
Materias primas ricas en alúmina, arcillas y sílice.
Caracteristicas   Cemento aluminoso listo para empleo.
Aplicacion  Mortero de unión de ladrillos de fraguado al aire. ya sean densos o aislantes.
temperatura......1.500 ºC.
Granulometria     < 0,25 mm.
Tipo de Ligante   Químico - cerámico.
Analisis Quimico  [Al2O3... 35 - 37 %] [SiO2...  56 - 59 %] [ Fe2O3 ...< 1 %]
Densidad    25 Kg. para 100 ladrillos de 230 x 114 x 64 mm.
Instalacion Está listo para ser usado. Batir el material antes de usar.",Anper
Construcción de hornos,Aislantes - Ladrillos - Fibras,Pasta Reparadora Fibra hasta 1430ºC,"1Kg
9.98€
5Kg
49.91€",https://anper.net/productos/1244/construccion-de-hornos/pasta-reparadora-fibra-hasta-1430-c,"1 DESCRIPCIÓN/
Producto multiuso fabricado a partir de una mezcla de fibras cerámicas y aglutinantes; es una
masilla fácil de instalar que se adhiere a las fibras y materiales refractarios y previene las pérdidas
de calor causadas por el deterioro de las capas de aislamiento existentes..
  2 CARACTERÍSTICAS/
• Bajo almacenamiento de calor
• Excelente resistencia a choque térmico
• Resistencia a circulación de gases
• Excelente resistencia a la coccosión
• Impermeable a metales no ferrosos
• No contiene amianto
  3 APLICACIONES TÍPICAS/
• Recubrimiento de canales de trasvase.
• Sellado de bloques de quemador
• Sellado de chimeneas
• Sellado de puertas de calderas.
• Reparación de fisuras de superficies refractarias
  4 PROPIEDADES FÍSICAS/
físicas... 1430˚C
Temperaura de clasificación...1430ºC
Color....Blanco
Densidad en húmedo....1120-1200Kg/m3
Densidad en seco.... 640-720 Kg/m3
Contracción tras 24h a 1093ºC...2,8%
  5 COMPOSICIÓN QUÍMICA/
  Propiedades... 1430˚C
Al2O3....33 – 37% 
SiO2.... 47 – 51%
ZrO2.... 13 – 19%
 ",Anper
Construcción de hornos,Aislantes - Ladrillos - Fibras,RE005606 Cemento-masilla reparador en tubo 1300ºC,6.91€,https://anper.net/productos/424/construccion-de-hornos/re005606-cemento-masilla-reparador-en-tubo-1300-c,"Solo se suministra el tubo de cemento, no el aplicador",Anper
Construcción de hornos,Aislantes - Ladrillos - Fibras,RE005607 Fibra ceramica rollo 25x7320x610 1260ºC -uso profesional,102.35€,https://anper.net/productos/414/construccion-de-hornos/re005607-fibra-ceramica-rollo-25x7320x610-1260-c-uso-profesional,"Densidad 128Kg/m3
Espesor (mm)25
1. DESCRIPCIÓN
La manta de fibra cerámica es un material refractario de baja conductividad térmica, alta resistencia a la tracción y resistencia, así como resistencia a choques térmicos y ataques químicos. Estas mantas ofrecen un rendimiento superior de aislamiento, flexibilidad y resistencia.
Los productos de manta cerámica, no se ven afectados por la mayoría de los productos químicos (excepto los ácidos fluorhídrico, fosfórico y el álcali concentrado).
Nuestras mantas cerámicas son completamente inorgánicas, por lo que no produce humo cuando se calienta por primera vez.
2. CARACTERÍSTICAS
- Excelente resistencia al choque térmico.
- Excelente estabilidad química.
- Excelente resistencia a la tracción.
- Baja conductividad térmica y bajo almacenamiento de calor.
3. APLICACIONES TÍPICAS
- Hornos de recocido.
- Revestimientos y juntas de puertas de horno.
- Cubiertas y juntas de campanas de enfriamiento.
- Reparaciones de la superficie caliente del horno.
- Revestimientos de la cuchara de colada y del horno recocido.
4. CARACTERÍSTICAS
5. COMPOSICIÓN QUÍMICA",Anper
Construcción de hornos,Aislantes - Ladrillos - Fibras,RE005608 Fibra ceramica rollo 25x7320x610 1425ºC -uso profesional,131.62€,https://anper.net/productos/413/construccion-de-hornos/re005608-fibra-ceramica-rollo-25x7320x610-1425-c-uso-profesional,"Densidad 128Kg/m3
Espesor (mm)25
1. DESCRIPCIÓN
La manta de fibra cerámica es un material refractario de baja conductividad térmica, alta resistencia a la tracción y resistencia, así como resistencia a choques térmicos y ataques químicos. Estas mantas ofrecen un rendimiento superior de aislamiento, flexibilidad y resistencia.
Los productos de manta cerámica, no se ven afectados por la mayoría de los productos químicos (excepto los ácidos fluorhídrico, fosfórico y el álcali concentrado).
Nuestras mantas cerámicas son completamente inorgánicas, por lo que no produce humo cuando se calienta por primera vez.
2. CARACTERÍSTICAS
- Excelente resistencia al choque térmico.
- Excelente estabilidad química.
- Excelente resistencia a la tracción.
- Baja conductividad térmica y bajo almacenamiento de calor.
3. APLICACIONES TÍPICAS
- Hornos de recocido.
- Revestimientos y juntas de puertas de horno.
- Cubiertas y juntas de campanas de enfriamiento.
- Reparaciones de la superficie caliente del horno.
- Revestimientos de la cuchara de colada y del horno recocido.
4. CARACTERÍSTICAS
5. COMPOSICIÓN QUÍMICA",Anper
Construcción de hornos,Aislantes - Ladrillos - Fibras,RE005610 Placa fibra 1260ºC 10mm x1000x1200mm 300Kg/m3,43.82€,https://anper.net/productos/421/construccion-de-hornos/re005610-placa-fibra-1260-c-10mm-x1000x1200mm-300kg-m3,"1 DESCRIPCIÓN/
La placa de fibra cerámica está diseñada para aplicaciones térmicas con altas demandas de rigidez. Sus propiedades de aislamiento térmico y resistencia a la abrasión se han perfeccionado gracias a la mayor densidad. La placa de fibra cerámica es un producto conformado al vacío que resiste velocidades de gas más altas que la manta de fibra cerámica. Es ideal para hornos, conductos de caldera y revestimiento de etalaje por su baja conductividad térmica y bajo almacenamiento de calor, que permite reducir aún más los tiempos de ciclo y un acceso más rápido para realizar el mantenimiento de hornos industriales.
  2 CARACTERÍSTICAS/
• Alta rigidez y peso ligero.
• Baja conductividad térmica.
• Resistencia al choque térmico y a la erosión por gas.
• Fácil de cortar y manipular, flexibilidad mecánica.
• Resiste la penetración por aluminio fundido y otros metales no ferrosos.
  3 APLICACIONES TÍPICAS/
• Revestimiento de hornos industriales.
• Revestimiento de cámaras de combustión, calderas y calentadores.
• Aislamiento de seguridad para materiales refractarios monolíticos.
• Transferencia de metales no ferrosos.
• Juntas de dilatación.
• Barrera contra incendios.
  4 PROPIEDADES FÍSICAS/
  físicas...1260˚C
Densidad (kg/m3)...300/360
Temperatura de clasificación (ºC)...1260
Contenido de humedad (%)... ≤1
Contracción por calentamiento (%)...1100ºC *24h <3
Conductividad térmica (W/m.k)
- 200ºC...0.06
- 400ºC...0.08
- 500ºC...0.09
- 600ºC...0.11
Resistencia a compresión en frío (MPa)...0.1-0.2
Pérdida en ignición (% peso) ...≤ 7
Dimensión estándar (mm)...1200 x 1000
Espesores opcionales (mm)...10 - 25 - 40 – 50
  5 COMPOSICIÓN QUÍMICA/
Propiedades...1260˚C
Al2O3...≥ 43
SiO2... ≥ 54
ZrO2.... -",Anper
